number               collision            collision_obst       flowtime             makespan             run_time             success              sum_of_dists         max_dist            
10                   0                    0                    188                  50                   0.0                  100                  188.0                50.0                
10                   0                    0                    179                  43                   0.0                  100                  179.0                43.0                
10                   0                    0                    231                  37                   0.0                  100                  219.0                37.0                
10                   0                    0                    166                  33                   0.0                  100                  166.0                33.0                
10                   0                    0                    203                  48                   0.0                  100                  203.0                48.0                
10                   0                    0                    179                  33                   0.0                  100                  179.0                33.0                
10                   0                    0                    154                  28                   0.0                  100                  154.0                28.0                
10                   0                    0                    246                  50                   0.0                  100                  240.0                50.0                
10                   0                    0                    167                  35                   0.0                  100                  167.0                35.0                
10                   0                    0                    310                  44                   0.0                  100                  299.0                44.0                
